NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000011,,五市マルシェ,,,,,,多摩産材を活用したブースを常時10ブース程度並べ、多摩産材の物品やあきる野市、檜原村、日の出町産の野菜、果物、さらには同地域で活躍するクラフトマンによる陶芸やアクセサリー等を出店。西多摩地域に属する五日市エリアを広くPRする。,,生活と環境,https://imatama.jp/contents/goichi/,,,,,2021-04-01,2022-03-01,,,,,JR武蔵五日市駅前,,東京都,あきる野市,,,,,,五市マルシェ実行委員会,,,,,,,,,,,,,,五市マルシェ実行委員会,(042)596-0037,,,第3土曜日
0000000012,,木育出前講座,,,,,,保育施設において木育活動に取り組むための体験講座を実施。実施施設は公募で決定する。,,子育て・教育,https://ishikawanoki.ishikawa-moriren.jp/,,,,,2021-10-01,2022-02-01,,,,,石川県内の保育施設等,,石川県,,,,,,,石川県木材利用推進協議会,,,,,,,,,,,,,,,(076)237-0121,,,
0000000013,,いしかわ木に親しむまちづくり塾,,,,,,石川県産木材の利用を推進するため、建築士等を対象とした木造建築に関する講習会を開催する。対象:建築士、建築学科学生、行政職員等,,仕事・産業,https://www.rinya.maff.go.jp/j/riyou/kidukai/event/Jan2022.html,,,,,2021-10-01,2022-03-01,,,,,石川森林文化ホールほか(石川県金沢市),,石川県,,,,,,,一般財団法人石川県建築士事務所協会,,,,,,,,,,,,,,石川森林文化ホールほか(石川県金沢市),(076)225-1643,,,
0000000014,,保育園木育講座,,,,,,郡内の9保育園において、木を使った手作業や遊びを通して、自分の地域について考える取り組みを行う。,,子育て・教育,https://kisonoki.tsukurun.jp/,,,,,2021-11-01,2022-02-01,,,,,木曽郡内9保育園,,長野県,,,,,,,木曽広域連合,,,,,,,,,,,,,,木曽広域連合地域振興課,(0264)23-1050,,,
0000000015,,地域材住宅のPRのための「木の集い」,,,,,,住宅エンドユーザーへの地域材のPR,,仕事・産業,https://www.rinya.maff.go.jp/j/riyou/kidukai/event/Jan2022.html,,,,,,2022-01-31,,,,,南信州管内の新築地域材使用の住宅建築現場等(未定),,長野県,,,,,,,飯伊地域林業活性化協議会,,,,,,,,,,,,,,南信州地域振興局林務課普及係内,(0265)53-0425,,,
0000000016,,木工体験教室,,,,,,市産材を利用した木工教室。対象:小学生(80名程度),,子育て・教育,https://www.city.chikuma.lg.jp/,,,,,2021-12-01,2022-02-01,,,,,,,長野県,千曲市,,,,,,千曲市,,,,80,,,,,,,,,,千曲市,(026)273-1111,,,
0000000017,,加陽プレーパーク,,,,,,子どもたちの自由な発想でおもいっきり遊ぶ遊びの広場。手づくりの森アスレチックや丸太の積み木遊び、ノコギリで木を切る体験など。,,子育て・教育,https://nextgreen-tajima.amebaownd.com/,,,,,2022-02-20,,12:00,15:00,,,豊岡市立加陽水辺公園,,兵庫県,豊岡市,加陽,582,,,,企業組合労協センター事業団、Next　Green　但馬,,,,,,,,,,,,,,企業組合労協センター事業団、Next　Green　但馬,(0796)20-4154,,,開催申込不要
0000000018,,加陽プレーパーク,,,,,,子どもたちの自由な発想でおもいっきり遊ぶ遊びの広場。手づくりの森アスレチックや丸太の積み木遊び、ノコギリで木を切る体験など。,,子育て・教育,https://nextgreen-tajima.amebaownd.com/,,,,,2022-03-27,,12:00,15:00,,,豊岡市立加陽水辺公園,,兵庫県,豊岡市,加陽,582,,,,企業組合労協センター事業団、Next　Green　但馬,,,,,,,,,,,,,,企業組合労協センター事業団、Next　Green　但馬,(0796)20-4154,,,開催申込不要
0000000019,,森のようちえん親子クラス,,,,,,自然の中で親子一緒に好きな遊びやお散歩を楽しみます。絵本の読み聞かせや手遊びもあり。対象:0~5歳の子どもと保護者,,子育て・教育,https://nextgreen-tajima.amebaownd.com/,,,,,2021-10-01,2022-03-01,,,,,未定(兵庫県),,兵庫県,,,,,,,企業組合労協センター事業団、Next　Green　但馬,,,,,,,,,,,,,,企業組合労協センター事業団、Next　Green　但馬,(0796)20-4154,,,月4回
0000000020,,ものづくり教室,,,,,,熊本県産の木材を利用した「ものづくり」が体験できる教室を開催。「ものづくり」を通じて、親子や高齢者が交流を深めると同時に、子どもたちの豊かな心を育むことができる。　環境保全・自然素材(県産材)の活用推進と青少年の健全育成、世代間交流を目的として開催している。,,子育て・教育,https://www.town.nagasu.lg.jp/,,,,,,,,,毎月第4日曜日,,金魚と鯉の郷広場,,熊本県,玉名郡長洲町,大字長洲,3150番地,,,,長洲町、熊本ものづくり塾,,,,,,,,,,,,,,長洲町役場まちづくり課　商工観光係,(0968)78-3219,,,毎月第4日曜日
0000000021,,木工教室,,,,,,市内小学生を対象に、木工教室を開催。対象:町内小学校児童,,子育て・教育,https://www.rinya.maff.go.jp/j/riyou/kidukai/event/Jan2022.html,,,,,2021-10-01,2022-01-31,,,"2021年10月~2022年1月
開始日: 2021/10/1
終了日: 2022/1/31",,市内小学校(大分県杵築市),,大分県,杵築市,,,,,,杵築市,,,,,,,,,,,,,,杵築市,(0978)62-1809,,,
0000000022,,木工教室,,,,,,木材を用いた工作教室を実施する。小学生に「木を使うことが森林保護に繋がる」という意識を持ってもらえるよう取り組んでいる。対象:市内小学校児童,,子育て・教育,https://www.rinya.maff.go.jp/j/riyou/kidukai/event/Jan2022.html,,,,,2021-11-01,2022-02-01,,,,,市内小学校(大分県別府市),,大分県,別府市,,,,,,別府市緑化推進委員会,,,,,,,,,,,,,,別府市緑化推進委員会,(0977)21-1133,,,
0000000023,,木工教室,,,,,,町内小学生を対象に、木工教室を開催。対象:町内小学校児童,,子育て・教育,https://www.rinya.maff.go.jp/j/riyou/kidukai/event/Jan2022.html,,,,,2021-11-01,2022-02-01,,,,,町内小学校(大分県日出町),,大分県,日出町,,,,,,日出町,,,,,,,,,,,,,,日出町,(0977)73-3127,,,
0000000024,,みやざきWOOD・LOVEプロモーション,,,,,,テレビ、ラジオ、SNS等複数のメディアを活用し、宮崎の森や木づかい、県産材を使った「新しい生活様式」に対応した施設等を紹介する啓発CMや特別番組の放送、プレゼント企画等を行い、「木づかい」を県民のもとへ集中的に露出することにより、意識高揚を図る。,,仕事・産業,https://www.rinya.maff.go.jp/j/riyou/kidukai/event/Jan2022.html,,,,,2021-10-01,2022-03-01,,,,,,,宮崎県,,,,,,,,,,,,,,,,,,,,,宮崎県山村・木材振興課みやざきスギ活用推進室(株)MRTアド,(0985)26-7156,,,
0000000025,,みやざきWOOD・LOVEチャレンジ,,,,,,木材利用を促す県民参加型の取組をコロナ禍も踏まえ創意工夫して実施し、広く県民にPRする。,,生活と環境,https://www.rinya.maff.go.jp/j/riyou/kidukai/event/Jan2022.html,,,,,2021-10-01,2022-03-01,,,,,,,宮崎県,,,,,,,,,,,,,,,,,,,,,宮崎県山村・木材振興課みやざきスギ活用推進室(株)MRTアド,(0985)26-7156,,,
0000000027,,木育ひろばinチ・カ・ホ,,,,,,木工体験、展示等,,子育て・教育,http://www.pref.hokkaido.lg.jp/sr/sky/fest/2021sougou.htm,,,,,,,,,2022/1下旬,,札幌駅前通地下歩行空間,,北海道,,,,,,,北海道　水産林務部　森林環境局　森林活用課,,,,,,,,,,,,,,北海道　水産林務部　森林環境局　森林活用課　木育推進係,(011)204-5515,,,
0000000028,,きのこ駒打ち体験,,,,,,親子で参加できるきのこの駒打ち体験。,,子育て・教育,https://www.k-kouryu.net/index.html,,,,,2022-02-20,2022-02-20,,,,,高知県森林情報センター情報交流館,,高知県,香美市,土佐山田町大平,80番地,,,,情報交流館ネットワーク,,,,,,,,,,,,,,情報交流館ネットワーク,(0887)52-0087,,,
0000000029,,グリーンウッドワーク講座(第3回),,,,,,電動工具を一切使わずに、生木からイスづくりを行う。,,生活と環境,https://www.k-kouryu.net/index.html,,,,,2022-01-28,2022-01-28,,,,,高知県森林情報センター情報交流館,,高知県,香美市,土佐山田町大平,80番地,,,,情報交流館ネットワーク,,,,,,,,,,,,,,情報交流館ネットワーク,(0887)52-0087,,,
0000000030,,グリーンウッドワーク講座(第4回),,,,,,電動工具を一切使わずに、生木からイスづくりを行う。,,生活と環境,https://www.k-kouryu.net/index.html,,,,,2022-02-04,2022-02-04,,,,,高知県森林情報センター情報交流館,,高知県,香美市,土佐山田町大平,80番地,,,,情報交流館ネットワーク,,,,,,,,,,,,,,情報交流館ネットワーク,(0887)52-0087,,,
