NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000011,132080,ほっとサロンしぇいくはんず 1月(第9回),,,,,,子育てとの両立、家族や家庭のこと、からだの不調など、ひとりで悩んでいることを、同じ悩みをもった仲間とお話しませんか。,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1639099621079/index.html,,,,,2022-01-26,2022-01-26,13:10,14:30,,,市民プラザあくろす3階・あくろすホール,,東京都,調布市,,,,,,,,,,10,0,,,,,"12月21日(火曜日)午前9時から受付開始。休館日を除く平日午前9時から午後5時までの間に、調布市男女共同参画推進センター(外部リンク)まで電話(042-443-1213)または、Eメール(danjyo@w2.city.chofu.tokyo.jp)にてお申し込みください。

(注)Eメールで参加申し込みの際は、次の4項目を記入し、お申し込みください。

イベント名
申込者氏名
同伴するお子さんのお名前と年齢(月齢)
日中につながる電話番号
ご住所",,,,生活文化スポーツ部　男女共同参画推進課,(042)443-1213,,,
0000000012,132080,ふたご・みつごの交流会,,,,,,調布市では、ふたご・みつごなどの多胎児のお子さまがいるご家庭を対象に、安心して子育てしていただく環境を整えることを目的に、児童館子育てひろばにて交流会を開催します。多胎育児特有の悩みや子育て情報について、保健師・助産師と一緒にお話しする会です。ご家庭同士の出会いの場や、子育て支援施設とつながる機会としてご活用いただけます。パパのご参加もお待ちしています。,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1639626268353/index.html,,,,,2022-01-27,2022-01-27,10:00,11:00,,,佐須児童館,,東京都,調布市,佐須町,4-42-2,,,,,,,,,,,,,,佐須児童館へ電話で申し込み(電話　042-481-0348),,,,福祉健康部　健康推進課,(042)441-6100,,,
0000000013,132080,ふたご・みつごの交流会,,,,,,調布市では、ふたご・みつごなどの多胎児のお子さまがいるご家庭を対象に、安心して子育てしていただく環境を整えることを目的に、児童館子育てひろばにて交流会を開催します。多胎育児特有の悩みや子育て情報について、保健師・助産師と一緒にお話しする会です。ご家庭同士の出会いの場や、子育て支援施設とつながる機会としてご活用いただけます。パパのご参加もお待ちしています。,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1639626268353/index.html,,,,,2022-02-18,2022-02-18,10:00,11:00,,,佐須児童館,,東京都,調布市,佐須町,4-42-2,,,,,,,,,,,,,,佐須児童館へ電話で申し込み(電話　042-481-0348),,,,福祉健康部　健康推進課,(042)441-6100,,,
0000000014,132080,子ども科学教室「もしも原子が見えたなら」(全4回),,,,,,目には見えない空気も原子や分子からできています。もし、それが見えたらどんな形をしているのでしょうか。予想を立てて実験し、最後の回には模型も作ります。講師は平林浩先生。仮説実験授業のベテラン講師です。,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1393394786809/index.html,,,,,2022-01-29,2022-01-29,10:00,12:00,,,西部公民館,,東京都,調布市,,,,,,,,,,18,,,,,,"11月24日(水曜日)午前9時から、電話または直接西部公民館へ。
電話　042-484-2531",,,,教育委員会教育部　西部公民館,(042)484-2531,,,
0000000015,132080,子ども科学教室「もしも原子が見えたなら」(全4回),,,,,,目には見えない空気も原子や分子からできています。もし、それが見えたらどんな形をしているのでしょうか。予想を立てて実験し、最後の回には模型も作ります。講師は平林浩先生。仮説実験授業のベテラン講師です。,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1393394786809/index.html,,,,,2022-03-12,2022-03-12,10:00,12:00,,,西部公民館,,東京都,調布市,,,,,,,,,,18,,,,,,"11月24日(水曜日)午前9時から、電話または直接西部公民館へ。
電話　042-484-2531",,,,教育委員会教育部　西部公民館,(042)484-2531,,,
0000000016,132080,ママ・マルシェin調布,,,,,,"調布市内在住の親子に「物の大切さ」と「リサイクル推進」についての社会学習を
体験していただく参加型のイベントになります。",,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1615274378258/index.html,,,,,2022-01-29,2022-01-29,10:00,16:00,,,調布駅前広場,,東京都,調布市,,,,,,,,,,,,,,,,,,,,調布子育てマルシェ実行委員会,(050)3616-3300,,,
0000000017,132080,ママ・マルシェin調布,,,,,,"調布市内在住の親子に「物の大切さ」と「リサイクル推進」についての社会学習を
体験していただく参加型のイベントになります。",,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1615274378258/index.html,,,,,2022-01-30,2022-01-30,10:00,16:00,,,調布駅前広場,,東京都,調布市,,,,,,,,,,,,,,,,,,,,調布子育てマルシェ実行委員会,(050)3616-3300,,,
0000000019,132080,国際理解講座「写真で交流 世界と仙川 私のごはんと、君のごはん」(全2回),,,,,,調布に住む外国をルーツに持つ方たちと写真を通して国際交流しませんか。1回目は海外の珍しい食べ物や場所をその理由や思い出と一緒に紹介してもらいます。後半はテーブルを囲み、参加者の方も交じって仙川の美味しい物や場所を紹介し合います。2日目は仙川の町へ出かけ実際の場所をめぐります。「好き」の違いや共通点を楽しく見つけてみましょう。,,生活と環境,http://city.chofu.tokyo.jp/www/contents/1639027061211/index.html,,,,,2022-01-29,2022-01-29,10:00,16:00,,,東部公民館　学習室,,東京都,調布市,,,,,,,,,,10,0,,,,,12月21日(火曜日)午前9時から電話または直接東部公民館(03-3309-4505)へ,,,,教育委員会教育部　東部公民館,(03)3309-4505,,,
0000000020,132080,多摩川自然情報館1月の月替わりプログラム「アユの一生すごろく」,,,,,,"アユの一生を学ぶことができるすごろくを配布します。コクチバスやカワウ、釣り人などの天敵をかいくぐり、一番早くゴールを目指そう。
(注)館内では遊べません。",,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1639717214641/index.html,,,,,2022-01-29,2022-01-29,13:00,16:30,,,調布市多摩川自然情報館,,東京都,調布市,染地,3-8-26,,,,,,,,,0,,,,,不要(当日直接会場へ),,,,環境部　環境政策課,,,,
0000000021,132080,多摩川自然情報館1月の月替わりプログラム「アユの一生すごろく」,,,,,,"アユの一生を学ぶことができるすごろくを配布します。コクチバスやカワウ、釣り人などの天敵をかいくぐり、一番早くゴールを目指そう。
(注)館内では遊べません。",,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1639717214641/index.html,,,,,2022-01-30,2022-01-30,13:00,16:30,,,調布市多摩川自然情報館,,東京都,調布市,染地,3-8-26,,,,,,,,,0,,,,,不要(当日直接会場へ),,,,環境部　環境政策課,,,,
0000000022,132080,令和3年度調布市教育シンポジウム,,,,,,"施策紹介
「調布市教育委員会の取組」
調布市におけるGIGAスクール構想の実現について
実践報告
「通常の学級における授業の実践」
「不登校特例校(はしうち教室)における実践」
「特別支援学級及び通級指導教室における実践」
基調講演
「一人一台タブレット端末の教育活動への効果的な活用について」",,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1639646489061/index.html,,,,,2022-01-29,2022-01-29,10:00,11:45,,,YouTubeによるライブ配信(無料),,東京都,調布市,,,,,,,,,,,0,,,,,こちらの令和3年度調布市教育シンポジウム　YouTubeライブ配信(外部リンク)、または次の2次元コードを読み取ることで閲覧可能になります。,,,,教育委員会教育部　指導室,(042)481-7479,,,042-481-7479から7482・7585
0000000023,132080,美術史講座「画家の目を通して見る美術史」(全2回),,,,,,"「民藝」とは「民衆的工芸」の略語で、およそ100年前に柳宗悦、濱田庄司、河井寛次郎が作り出した新しい美の概念。彼らは近代の目を持って、それまで見過ごされてきた日常の生活道具の中に潜む美を見つけ出し、生活と社会を美的に変革していこうと提唱する民藝運動を展開しました。
講座では、画像を見ながら講師の解説で「民藝」の活動を知り、私たちの日常の暮らしを見つめ直すヒントを探ります。",,文化・芸術,https://www.city.chofu.tokyo.jp/www/contents/1614903003216/index.html,,,,,2022-01-29,2022-01-29,10:00,12:00,,,西部公民館,,東京都,調布市,,,,,,,,,,22,,,,,,"12月21日(火曜日)午前9時から、電話または直接公民館へ
西部公民館　042-484-2531",,,,教育委員会教育部　西部公民館,(042)484-2531,,,
0000000024,132080,白百合女子大学人間総合学部エデュテイメント大学,,,,,,たまごのひみつ,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1568072659038/index.html,,,,,2022-01-30,2022-01-30,13:30,14:30,,,3号館プレイルーム,,東京都,調布市,,,,,,,,,,10,0,,,2022-01-10,17:00,"白百合女子大学ホームページ(外部リンク)から申し込み
申込期限日: 2022/1/10",,,,白百合女子大学人間総合学部エデュテイメント大学事務局,,,,
0000000025,132080,白百合女子大学人間総合学部エデュテイメント大学,,,,,,CAP(キャップ)プログラム体験,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1568072659038/index.html,,,,,2022-02-23,2022-02-23,13:30,14:30,,,3号館プレイルーム,,東京都,調布市,,,,,,,,,,10,0,,,2022-01-10,17:00,"白百合女子大学ホームページ(外部リンク)から申し込み
申込期限日: 2022/1/10",,,,白百合女子大学人間総合学部エデュテイメント大学事務局,,,,
0000000026,132080,音楽講座「華麗なる宮廷音楽 作曲家にとって宮廷とは」(全3回),,,,,,音楽史において、宮廷の果たしやた役割とはどのようなものだったのでしょうか。講師の解説とともに、CDやDVDなどで音楽を鑑賞し、クラシック音楽への理解を深めます。,,音楽,https://www.city.chofu.tokyo.jp/www/contents/1464934861046/index.html,,,,,2022-02-01,2022-02-01,10:00,12:00,,,西部公民館,,東京都,調布市,,,,,,,,,,22,,,,2021-08-14,,"電話、窓口、Eメールで受け付け。(注)8月14日(土曜日)締切り
Eメールでの申し込みは、件名「音楽講座」、氏名、お住まいの町名、電話番号を明記して
seibuk@w2.city.chofu.tokyo.jpまで
申込期限日: 2021/8/14",,,,教育委員会教育部　西部公民館,(042)484-2531,,,
0000000027,132080,音楽講座「華麗なる宮廷音楽 作曲家にとって宮廷とは」(全3回),,,,,,音楽史において、宮廷の果たしやた役割とはどのようなものだったのでしょうか。講師の解説とともに、CDやDVDなどで音楽を鑑賞し、クラシック音楽への理解を深めます。,,音楽,https://www.city.chofu.tokyo.jp/www/contents/1464934861046/index.html,,,,,2022-02-08,2022-02-08,10:00,12:00,,,西部公民館,,東京都,調布市,,,,,,,,,,22,,,,2021-08-14,,"電話、窓口、Eメールで受け付け。(注)8月14日(土曜日)締切り
Eメールでの申し込みは、件名「音楽講座」、氏名、お住まいの町名、電話番号を明記して
seibuk@w2.city.chofu.tokyo.jpまで
申込期限日: 2021/8/14",,,,教育委員会教育部　西部公民館,(042)484-2531,,,
0000000028,132080,音楽講座「華麗なる宮廷音楽 作曲家にとって宮廷とは」(全3回),,,,,,音楽史において、宮廷の果たしやた役割とはどのようなものだったのでしょうか。講師の解説とともに、CDやDVDなどで音楽を鑑賞し、クラシック音楽への理解を深めます。,,音楽,https://www.city.chofu.tokyo.jp/www/contents/1464934861046/index.html,,,,,2022-02-15,2022-02-15,10:00,12:00,,,西部公民館,,東京都,調布市,,,,,,,,,,22,,,,2021-08-14,,"電話、窓口、Eメールで受け付け。(注)8月14日(土曜日)締切り
Eメールでの申し込みは、件名「音楽講座」、氏名、お住まいの町名、電話番号を明記して
seibuk@w2.city.chofu.tokyo.jpまで
申込期限日: 2021/8/14",,,,教育委員会教育部　西部公民館,(042)484-2531,,,
0000000029,132080,令和3年度中学校連合美術展,,,,,,市内の公立中学校8校及び調布特別支援学校の生徒の作品が出展されます。,,文化・芸術,https://www.city.chofu.tokyo.jp/www/contents/1638506650128/index.html,,,,,2022-02-01,2022-02-04,09:00,17:00,"長期間イベント
開始日: 2022/2/1
終了日: 2022/2/4
開始時刻: 9:00",,文化会館たづくり2階南ギャラリー,,東京都,調布市,,,,,,,,,,,,,,,,,,,,教育委員会教育部　指導室,(042)481-7479,,,042-481-7479から7482・7585
0000000030,132080,新型コロナウイルス感染症終息祈願花火の打上げ,,,,,,新型コロナウイルス感染症の終息、市民生活及び地域経済の回復・活性化を願い、市民向けに花火の打上げを行います。,,催事・観光,https://www.city.chofu.tokyo.jp/www/contents/1639458976236/index.html,,,,,2022-02-04,2022-02-04,19:30,,,,布田会場　電通大グランド会場,,東京都,調布市,,,,,,調布市観光協会,,,,,,,,,,"下のQRコードからアクセス可能です。
(注)12月22日(水曜日)午後7時から12月23日(木曜日)午前8時までシステムメンテナンスのため予約を停止します。

布田会場(外部リンク)
布田会場QR
電通大グランド会場(外部リンク)
電通大グランドQRコード
往復はがき
住所
氏名
電話番号
申し込み人数
同行者の氏名
希望観覧エリア(布田会場または電通大グランド会場)
返信欄にあて先を明記し、1月11日(火曜日)までに郵便番号182-8511　調布市観光協会へ(必着)

(注)重複・不備は受け付け不可。当選者のみ当選はがきまたはメールを送付",,,,調布市観光協会事務局(調布市産業振興課内),(042)481-7183/(042)481-7184,,,
0000000031,132080,公開講座「日本古典文学を読む 「源氏物語」の間のテクスト性」(電気通信大学),,,,,,,,文化・芸術,https://www.city.chofu.tokyo.jp/www/contents/1558673452111/index.html,,,,,2022-02-05,2022-02-05,14:00,15:30,,,オンライン,,東京都,調布市,,,,,,,,,,20,0,,,2021-11-29,,電気通信大学社会連携センターホームページ(外部リンク)から申し込み,,,,電気通信大学総務企画課,(042)443-5880,,,
0000000032,132080,公開講座「日本古典文学を読む 「源氏物語」の間のテクスト性」(電気通信大学),,,,,,,,文化・芸術,https://www.city.chofu.tokyo.jp/www/contents/1558673452111/index.html,,,,,2022-02-12,2022-02-12,14:00,15:30,,,オンライン,,東京都,調布市,,,,,,,,,,20,0,,,2021-11-29,,電気通信大学社会連携センターホームページ(外部リンク)から申し込み,,,,電気通信大学総務企画課,(042)443-5881,,,
0000000033,132080,公開講座「日本古典文学を読む 「源氏物語」の間のテクスト性」(電気通信大学),,,,,,,,文化・芸術,https://www.city.chofu.tokyo.jp/www/contents/1558673452111/index.html,,,,,2022-02-19,2022-02-19,14:00,15:30,,,オンライン,,東京都,調布市,,,,,,,,,,20,0,,,2021-11-29,,電気通信大学社会連携センターホームページ(外部リンク)から申し込み,,,,電気通信大学総務企画課,(042)443-5882,,,
0000000034,132080,公開講座「日本古典文学を読む 「源氏物語」の間のテクスト性」(電気通信大学),,,,,,,,文化・芸術,https://www.city.chofu.tokyo.jp/www/contents/1558673452111/index.html,,,,,2022-03-05,2022-03-05,14:00,15:30,,,オンライン,,東京都,調布市,,,,,,,,,,20,0,,,2021-11-29,,電気通信大学社会連携センターホームページ(外部リンク)から申し込み,,,,電気通信大学総務企画課,(042)443-5883,,,
0000000035,132080,普通救命講習会(AED講習会)(2月5日),,,,,,東京救急協会指導員と調布市消防署職員を講師に招き、万一の際の対応ができるよう講習会を実施します。修了者には「救命技能認定証」を交付します。,,セミナー,https://www.city.chofu.tokyo.jp/www/contents/1638926134947/index.html,,,,,2022-02-05,2022-02-05,09:30,12:30,,,健康活動ひろば,,東京都,調布市,布田,5-46-1,,,,,,,,20,1500,,,2022-01-11,,"はがきに住所、氏名(ふりがな)、年齢、性別、電話番号を記入し、1月11日(火曜日)(必着)までに
郵便番号182-0026　調布市小島町2-33-1文化会館たづくり西館保健センター4階健康推進課「AED講習会」担当へ
申込期限日: 2022/1/11",,,,福祉健康部　健康推進課,(042)441-6100,,,
0000000036,132080,多摩川自然情報館2月の月別イベント「野鳥写真家に学ぶ、多摩川の冬鳥の観察と写真撮影のコツ,,,,,,プロの野鳥写真家の解説を受けながら、多摩川沿いを歩き、冬の野鳥の観察と写真撮影方法などを学びます。お気軽にお申し込みください。,,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1639718661002/index.html,,,,,2022-02-05,2022-02-05,09:30,12:00,,,多摩川河川敷,,東京都,調布市,,,,,,,,,,10,100,,,,,"12月21日(火曜日)から、次の連絡先までお電話ください。
多摩川自然情報館運営受託事業者株式会社セルコ
03-3406-1724
(注)平日の午前10時から午後5時30分まで
多摩川自然情報館携帯電話
080-2087-9009
(注)土曜日、日曜日、祝日の午前9時から午後5時まで
(注)当日の緊急連絡先も上記連絡先です",,,,多摩川自然情報館運営受託事業者株式会社セルコ,(03)3406-1724,,,
0000000037,132080,ほっとサロンしぇいくはんず スペシャル企画(2月5日),,,,,,「べびぃケア」とは赤ちゃんの発達段階に応じた姿勢と赤ちゃんの「気持ちよさ」に着目した育児法です。赤ちゃんの体のバランスを整える、抱っこ・寝かせ方・体操や遊びの基本を実技を交えて紹介します。ご家族で一緒に体験してみませんか?,,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1636347314334/index.html,,,,,2022-02-05,2022-02-05,10:30,12:00,,,市民プラザあくろす3階・ホール,,東京都,調布市,国領町,2丁目5?15,,,,,,,,12,0,,,2022-01-14,,"12月21日(火曜日)から1月14日(金曜日)の平日午前9時から午後5時まで
ご希望の方は調布市男女共同参画推進センター(外部リンク)まで電話(042-443-1213)または、Eメール(danjyo@w2.city.chofu.tokyo.jp)にてお申し込みください。
(注)Eメールで保育をお申し込みの際は、次の5項目を記入してください。
イベント名
申込者・ご同伴者氏名
お子さんのお名前と年齢(月齢)
日中につながる電話番号
ご住所
申込期限日: 2022/1/14",京王線「国領駅」から徒歩1分,,,生活文化スポーツ部　男女共同参画推進課,(042)443-1213,,,
0000000038,132080,認知症サポーター養成講座,,,,,,"認知症の人やその家族に対して安心して暮らし続けることができる地域づくりを推進するため、認知症に関する正しい知識を身につけていただくための講座です。
講座終了後、認知症サポーターの目印となるシンボルグッズ「認知症サポーターカード」を差し上げます。",,健康・福祉、スポーツ,https://www.city.chofu.tokyo.jp/www/contents/1282892601027/index.html,,,,,2022-03-12,2022-03-12,10:00,11:30,,,文化会館たづくり　8階映像シアター,,東京都,調布市,,,,,,,,,,30,0,,,,,,,,,公益財団法人　ゆうあい福祉公社,(042)481-7711,,,
