NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2022-09-15,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2022-10-20,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2022-11-17,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2022-12-15,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2023-01-19,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2023-02-16,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2023-03-16,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-05-19,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-06-16,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-07-21,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-08-18,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-09-15,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-10-20,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-11-17,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-12-15,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2023-01-19,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2023-02-16,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2023-03-16,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000007,132080,郷土学習展「ちょっと昔の暮らし」,,,,,,"郷土学習展は、昔の道具や暮らしについて調べている子どもたちの学習に役立つよう、博物館の収蔵品の中から衣・食・住を中心とした道具を紹介する展示です。
私たちは、暮らしの中でたくさんの道具を使っています。道具は時代の移り変わりとともに改良され、特に電気を使った製品が広まる前と後では、暮らしが大きく変化しました。今から60年ほど前の「ちょっと昔」(1960年ごろ)、多くの人びとが家で電化製品を使うようになって暮らしが便利になりました。電気がない代わりにさまざまな工夫をこらしていた「もっと昔」の道具や、今の私たちが使っている道具と比べながら、暮らしの移り変わりに思いをめぐらせてご覧ください。",,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1610609846709/index.html,,,,,2022-01-12,2022-05-29,,,"長期間イベント
開始日: 2022/1/12
終了日: 2022/5/29",,郷土博物館　1階展示室・ホール,,東京都,調布市,,,,,,,,,,,0,,,,,,,,,教育委員会教育部　郷土博物館,(042)481-7656,,,
0000000007,122211,いちご狩り,,,,,,"市内の農園でいちご狩りが1月5日(水)から始まります。
あま~い、いちごをおなかいっぱい食べませんか。",,生活と環境,https://www.city.yachiyo.chiba.jp/161000/page100222.html,,,,,2022-01-05,2022-05-09,09:00,,"1月5日(水)~4月頃
　午前9時~なくなり次第終了
開始日: 2022/1/5
終了日: 2022/5/9
開始時刻: 9:00",,やちよ農業交流センター,,千葉県,八千代市,島田,2076,,,,,,,,,,個人、団体いずれも30分食べ放題、練乳付き。消費税込み。3歳未満は無料。いちごがなくなり次第終了。,,,,"申込み:直接ハウスで受付
　予約:不可",,,,やちよ農業交流センター,(047)406-4778,,,
0000000011,282090,第12回特別展 「錦絵の世界」,,,,,,当館所蔵資料や他館から借用した資料を展示し、色彩豊かな錦絵の世界を、その時代背景とともに紹介する。,,文化・芸術,,,,,,,2022-04-26,,,,,歴史博物館「但馬国府・国分寺館」　企画展示室,,兵庫県,豊岡市,,,,,,,,,,,,,,,,,,,,歴史博物館「但馬国府・国分寺館」,(0796)42-6111,,,
0000000012,282090,第42回ミニ企画展 「妖怪を見てみようかい」,,,,,,掛軸等に描かれた河童等の絵を題材に、日本古来から伝わる妖怪文化を紹介する。,,催事・観光,,,,,,,2022-04-26,,,,,歴史博物館「但馬国府・国分寺館」　総合学習室,,兵庫県,豊岡市,,,,,,,,,,,,,,,,,,,,歴史博物館「但馬国府・国分寺館」,(0796)42-6111,,,
