NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000015,,公務員合同職業説明会in姫路,,,,,,,,仕事・産業,https://www.mod.go.jp/pco/hyogo/want/img/himeji.jpg,,,,,2022-02-20,,,,,,じばさんビル　901会議室(兵庫県姫路市),,兵庫県,,,,,,,,,,,,,,,,,,,,,姫路地域事務所,,,,
0000000016,,公務員合同職業説明会in尼崎,,,,,,,,仕事・産業,https://www.mod.go.jp/pco/hyogo/want/img/amagasaki.jpg,,,,,2022-03-06,,,,,,尼崎市中小企業センター(兵庫県尼崎市),,兵庫県,,,,,,,,,,,,,,,,,,,,,西宮地域事務所,,,,
0000000017,,第50回定期演奏会,,,,,,,,音楽,https://www.mod.go.jp/msdf/sasebo/2_pr_event/2_pr_event.html#concert,,,,,2022-02-08,,,,,,アルカスSASEBO　大ホール(長崎県佐世保市),,長崎県,,,,,,,,,,,,,,,2022-01-11,,,,,,佐世保地方総監部,,,,
0000000018,,健軍駐屯地見学ツアー,,,,,,,,催事・観光,https://www.mod.go.jp/gsdf/wae/kengaku-tour/kengaku-tour.pdf,,,,,2022-01-28,,,,,,健軍駐屯地(熊本県熊本市),,熊本県,,,,,,,,,,,,,,,2022-01-11,,,,,,健軍駐屯地,,,,
0000000019,,健軍駐屯地見学ツアー,,,,,,,,催事・観光,https://www.mod.go.jp/gsdf/wae/kengaku-tour/kengaku-tour.pdf,,,,,2022-03-02,,,,,,健軍駐屯地(熊本県熊本市),,熊本県,,,,,,,,,,,,,,,2022-01-11,,,,,,健軍駐屯地,,,,
0000000020,,第44回定期演奏会,,,,,,,,音楽,https://www.mod.go.jp/msdf/oominato/info/concert/img/22022644teikiposuta.jpg,,,,,2022-02-26,,,,,,五所川原市ふるさと交流圏民センターオルテンシア(青森県五所川原市),,青森県,,,,,,,,,,,,,,,2022-02-01,,,,,,大湊地方総監部,,,,
0000000021,,座間駐屯地見学ツアー,,,,,,,,催事・観光,https://www.mod.go.jp/pco/tokyo/taitou/index.html#0129,,,,,2022-01-29,,,,,,座間駐屯地(神奈川県相模原市),,東京都,,,,,,,,,,,,,,,2022-01-13,,,,,,台東出張所,,,,年齢制限
0000000022,,大学生等に対する懇談会,,,,,,,,仕事・産業,https://www.mod.go.jp/pco/tokyo/taitou/index.html#0205,,,,,2022-02-05,,,,,,台東出張所(東京都台東区),,東京都,,,,,,,,,,,,,,,,,,,,,台東出張所,,,,
0000000023,,入間基地見学,,,,,,,,催事・観光,https://www.mod.go.jp/pco/tokyo/oota/0210-iruma-eve.jpg,,,,,2022-02-10,,,,,,入間基地(埼玉県入間市),,東京都,,,,,,,,,,,,,,,2022-01-24,,,,,,大田出張所,,,,年齢制限
0000000024,,警察・自衛隊「公安系公務員説明会」,,,,,,,,セミナー,https://www.mod.go.jp/pco/tokyo/taitou/index.html#0213,,,,,2022-02-13,,,,,,ムーブ町屋(東京都荒川区),,東京都,,,,,,,,,,,,,,,,,,,,,台東出張所,,,,
0000000025,,公安系公務員職業説明会,,,,,,,,仕事・産業,https://www.mod.go.jp/pco/tokyo/shinkoiwa/event.html#0220,,,,,2022-02-20,,,,,,葛飾区新小岩地区センター(東京都葛飾区),,東京都,,,,,,,,,,,,,,,,,,,,,新小岩募集案内所,,,,高校生以上
0000000026,,公務員合同職業説明会,,,,,,,,仕事・産業,https://www.mod.go.jp/pco/tokyo/nishitokyo/setumeikai.html#0223,,,,,2022-02-23,,,,,,小金井宮地楽器ホール(東京都小金井市),,東京都,,,,,,,,,,,,,,,,,,,,,西東京地域事務所,,,,
0000000027,,横須賀基地見学ツアー,,,,,,,,催事・観光,https://www.mod.go.jp/pco/tokyo/nishitokyo/setumeikai.html#0227,,,,,2022-02-27,,,,,,横須賀基地(神奈川県横須賀市),,東京都,,,,,,,,,,,,,,,2022-01-31,,,,,,西東京地域事務所,,,,年齢制限
0000000028,,横須賀基地見学,,,,,,,,催事・観光,https://www.mod.go.jp/pco/tokyo/oota/0228-yokosuka-eve.jpg,,,,,2022-02-28,,,,,,横須賀基地(神奈川県横須賀市),,東京都,,,,,,,,,,,,,,,2022-02-08,,,,,,大田出張所,,,,年齢制限
0000000029,,ふるさと鯖江の日記念コンサート,,,,,,,,音楽,https://www.mod.go.jp/pco/fukui/contents/9-event/images/2021_event.pdf,,,,,2022-02-11,,,,,,鯖江市文化センター(福井県鯖江市),,福井県,,,,,,,,,,,,,,,,,,,,,福井地方協力本部,,,,1/5(水)から整理券配布
0000000030,,令和3年度第4回 自衛隊インターンシップ,,,,,,,,仕事・産業,https://www.mod.go.jp/pco/osaka/recruit/internship2021-4.html,,,,,2022-02-04,2022-02-05,,,,,大久保駐屯地(京都府宇治市)　大阪合同庁舎2号館(大阪府大阪市),,大阪府,,,,,,,,,,,,,,,2022-01-20,,,,,,大阪地方協力本部,,,,主として大学3年生
0000000031,,岐阜基地見学,,,,,,,,催事・観光,https://www.mod.go.jp/pco/hyogo/want/img/gifu.jpg,,,,,2022-02-05,,,,,,岐阜基地(岐阜県名務原市),,兵庫県,,,,,,,,,,,,,,,2022-01-19,,,,,,兵庫地方協力本部,,,,年齢制限
0000000032,,淡路島に「あわじ」を見に行こう!,,,,,,,,その他イベント,https://www.mod.go.jp/pco/hyogo/want/img/awajisima.jpg,,,,,2022-02-13,2022-02-14,,,,,淡路市生穂新島(兵庫県淡路市),,兵庫県,,,,,,,,,,,,,,,2022-01-31,,,,,,兵庫地方協力本部,,,,年齢制限
0000000033,,航空機体験搭乗,,,,,,,,催事・観光,https://www.mod.go.jp/pco/nara/post-9637/,,,,,2022-02-19,,,,"予備日:令和4年2月20日
開始日: 2022/2/19",,徳島航空基地(徳島県板野郡),,奈良県,,,,,,,,,,,,,,,2022-01-10,,,,,,奈良地方協力本部,,,,年齢制限
0000000034,,体験搭乗飛行,,,,,,,,催事・観光,https://www.mod.go.jp/asdf/ashiya/osirase/ch47j_expflt_ashiya_app4.pdf,,,,,2022-03-19,,,,,,芦屋基地(福岡県芦屋町),,福岡県,,,,,,,,,,,,,,,2022-01-20,,,,,,芦屋基地,,,,年齢制限、福岡県在住者限定
0000000035,,航空機体験搭乗,,,,,,,,催事・観光,https://www.mod.go.jp/pco/kumamoto/taiken/taiken_4_2.html,,,,,2022-02-05,,,,"予備日:令和4年2月6日
開始日: 2022/2/5",,高遊原分屯地(熊本県上益城郡),,熊本県,,,,,,,,,,,,,,,2022-01-07,,,,,,熊本地方協力本部,,,,年齢制限、熊本県在住者限定
0000000036,,創隊66周年記念行事,,,,,,,,その他イベント,https://www.mod.go.jp/gsdf/wae/03kinengyouji/index.html,,,,,2022-02-20,,,,,,健軍駐屯地(熊本市東区東町),,熊本県,,,,,,,,,,,,,,,2022-01-13,,,,,,西部方面総監部,,,,
0000000037,,令和3年度西部方面音楽まつり~地域とともに 未来をひらく 我ら防人~,,,,,,,,音楽,https://www.mod.go.jp/gsdf/wae/04onngakumaturi/index04.html,,,,,2022-02-26,,,,,,市民会館シアーズホーム夢ホール(熊本県熊本市),,熊本県,,,,,,,,,,,,,,,2022-01-10,,,,,,西部方面総監部,,,,
