NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-09-15,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2022-10-20,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-10-20,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000001,120006,ちばアクアラインマラソン2022 マラソン,,,,,,「スポーツの振興」と「千葉県の魅力発信」を二本柱とした大会を開催し、多くの人たちに千葉県と東京湾アクアラインの魅力を知ってもらうことで、人や物の交流を基とした地域活性化を図る。さらに、これまで育んできた「おもてなしの心」と、東京オリンピック・パラリンピック開催により改めて認識された「スポーツの持つ力と価値」を、未来につないでいく大会とする。,,健康・福祉、スポーツ,https://www.pref.chiba.lg.jp/cate/kbs/taiiku/sports-event/index.html,,,,,2022-11-06,2022-11-06,09:50,,,,,,千葉県,,,,,,,千葉県、千葉県教育委員会,,,,12000,16500,,,,,"(1)一般枠
1インターネットによる申込みとする。
2募集期間は、2022(令和4)年3月25日(金)正午から5月9日(月)午後5時までと
する。
3定員を超える申込みがあった場合は、抽選で当選者を決定する。
(2)特別枠
1主催者が設定する記録を保持する者などの特別枠を設ける。
2詳細については、別に定める。",,,,教育振興部体育課ちばアクアラインマラソン準備室,(043)223-4112,,,"参加資格
(1)2004　(平成16)年4月1日以前に生まれた者で、制限時間内に完走できる者とする。
　(国内在住者に限る)
(2)車いすハーフマラソンは、レース仕様の車いすでの参加に限る。
(3)マ　ラ　ソ　ン　、　ハ　ー　フ　マ　ラ　ソ　ン　へ　の　参　加　希　望　者　で　、　単　独　走　行　が　困　難　な　障　害　のある　者　は　、　伴　走　者
(介護者)を帯同させることができる。ただし、伴走者は参加者で手配することとする。また、
盲導犬の伴走は不可とする。"
0000000002,120006,ちばアクアラインマラソン2022 ハーフマラソン,,,,,,「スポーツの振興」と「千葉県の魅力発信」を二本柱とした大会を開催し、多くの人たちに千葉県と東京湾アクアラインの魅力を知ってもらうことで、人や物の交流を基とした地域活性化を図る。さらに、これまで育んできた「おもてなしの心」と、東京オリンピック・パラリンピック開催により改めて認識された「スポーツの持つ力と価値」を、未来につないでいく大会とする。,,健康・福祉、スポーツ,https://www.pref.chiba.lg.jp/cate/kbs/taiiku/sports-event/index.html,,,,,2022-11-06,2022-11-06,09:50,,,,,,千葉県,,,,,,,千葉県、千葉県教育委員会,,,,5000,13500,,,,,"(1)一般枠
1インターネットによる申込みとする。
2募集期間は、2022(令和4)年3月25日(金)正午から5月9日(月)午後5時までと
する。
3定員を超える申込みがあった場合は、抽選で当選者を決定する。
(2)特別枠
1主催者が設定する記録を保持する者などの特別枠を設ける。
2詳細については、別に定める。",,,,教育振興部体育課ちばアクアラインマラソン準備室,(043)223-4112,,,"参加資格
(1)2004　(平成16)年4月1日以前に生まれた者で、制限時間内に完走できる者とする。
　(国内在住者に限る)
(2)車いすハーフマラソンは、レース仕様の車いすでの参加に限る。
(3)マ　ラ　ソ　ン　、　ハ　ー　フ　マ　ラ　ソ　ン　へ　の　参　加　希　望　者　で　、　単　独　走　行　が　困　難　な　障　害　のある　者　は　、　伴　走　者
(介護者)を帯同させることができる。ただし、伴走者は参加者で手配することとする。また、
盲導犬の伴走は不可とする。"
0000000003,120006,ちばアクアラインマラソン2022 車いすハーフマラソン,,,,,,「スポーツの振興」と「千葉県の魅力発信」を二本柱とした大会を開催し、多くの人たちに千葉県と東京湾アクアラインの魅力を知ってもらうことで、人や物の交流を基とした地域活性化を図る。さらに、これまで育んできた「おもてなしの心」と、東京オリンピック・パラリンピック開催により改めて認識された「スポーツの持つ力と価値」を、未来につないでいく大会とする。,,健康・福祉、スポーツ,https://www.pref.chiba.lg.jp/cate/kbs/taiiku/sports-event/index.html,,,,,2022-11-06,2022-11-06,09:45,,,,,,千葉県,,,,,,,千葉県、千葉県教育委員会,,,,10,13500,,,,,"(1)一般枠
1インターネットによる申込みとする。
2募集期間は、2022(令和4)年3月25日(金)正午から5月9日(月)午後5時までと
する。
3定員を超える申込みがあった場合は、抽選で当選者を決定する。
(2)特別枠
1主催者が設定する記録を保持する者などの特別枠を設ける。
2詳細については、別に定める。",,,,教育振興部体育課ちばアクアラインマラソン準備室,(043)223-4112,,,"参加資格
(1)2004　(平成16)年4月1日以前に生まれた者で、制限時間内に完走できる者とする。
　(国内在住者に限る)
(2)車いすハーフマラソンは、レース仕様の車いすでの参加に限る。
(3)マ　ラ　ソ　ン　、　ハ　ー　フ　マ　ラ　ソ　ン　へ　の　参　加　希　望　者　で　、　単　独　走　行　が　困　難　な　障　害　のある　者　は　、　伴　走　者
(介護者)を帯同させることができる。ただし、伴走者は参加者で手配することとする。また、
盲導犬の伴走は不可とする。"
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2022-11-17,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-11-17,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2022-12-15,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2022-12-15,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2023-01-19,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2023-01-19,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2023-02-16,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2023-02-16,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
0000000030,142077,初心者俳句講習会,,,,,,"俳句の基礎知識の講義、作句、選句、討論、懇談の中で技術を習得し、交流、親睦を深める。
年数回の吟行俳句大会を実施。",,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045411.html,,,,,2023-03-16,,13:00,16:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,20,1000,年間,,,,電話、先着順20名,,,,清水呑舟さん(まなびの市民講師),(0467)86-3175,,,対象*一般(大人)、シニア。筆記用具、国語辞典、歳時記
0000000031,142077,楽しく詠もう万葉集,,,,,,万葉集一首ごとの意味、時代背景、作者等の解説,,文化・芸術,https://www.city.chigasaki.kanagawa.jp/bunka_shogai/koza/1045353.html,,,,,2023-03-16,,09:00,12:00,,,市民ギャラリー　創作室B・C,,神奈川県,茅ヶ崎市,,,,,,,,,,17,200,,,,,電話、先着順17名,,,,嶌田　壽雄さん,(0467)87-3140,,,"対象:一般(大人)、シニア
万葉集を学びたい方。筆記用具持参"
